state,state_code,variant,date,total_sequences,cluster_sequences,day_from_midpoint
Washington DC,DC,Alpha,2021-03-07,5,1,-2
Washington DC,DC,Alpha,2021-03-08,15,8,-1
Washington DC,DC,Alpha,2021-03-09,14,4,0
Washington DC,DC,Alpha,2021-03-10,9,1,1
Washington DC,DC,Alpha,2021-03-11,12,1,2
Washington DC,DC,Alpha,2021-03-12,3,2,3
Washington DC,DC,Alpha,2021-03-13,9,2,4
Washington DC,DC,Alpha,2021-03-14,10,6,5
Washington DC,DC,Alpha,2021-03-15,9,5,6
Washington DC,DC,Alpha,2021-03-16,9,4,7
Washington DC,DC,Alpha,2021-03-17,9,6,8
Washington DC,DC,Alpha,2021-03-18,16,10,9
Washington DC,DC,Alpha,2021-03-19,5,2,10
Washington DC,DC,Alpha,2021-03-20,8,5,11
Washington DC,DC,Alpha,2021-03-21,10,6,12
Washington DC,DC,Alpha,2021-03-22,20,12,13
Washington DC,DC,Alpha,2021-03-23,5,3,14
Washington DC,DC,Alpha,2021-03-24,5,3,15
Washington DC,DC,Alpha,2021-03-25,4,3,16
Washington DC,DC,Alpha,2021-03-26,5,1,17
Washington DC,DC,Alpha,2021-03-27,8,4,18
Washington DC,DC,Alpha,2021-03-28,9,4,19
Washington DC,DC,Alpha,2021-03-29,21,14,20
Washington DC,DC,Alpha,2021-03-30,8,4,21
Washington DC,DC,Alpha,2021-03-31,7,2,22
Washington DC,DC,Alpha,2021-04-01,11,4,23
Washington DC,DC,Alpha,2021-04-02,12,7,24
Washington DC,DC,Alpha,2021-04-03,9,8,25
Washington DC,DC,Alpha,2021-04-04,3,1,26
Washington DC,DC,Alpha,2021-04-05,13,9,27
Washington DC,DC,Alpha,2021-04-06,9,5,28
Washington DC,DC,Alpha,2021-04-07,17,10,29
Washington DC,DC,Alpha,2021-04-08,19,10,30
Washington DC,DC,Alpha,2021-04-09,12,7,31
Washington DC,DC,Alpha,2021-04-10,11,7,32
Washington DC,DC,Alpha,2021-04-11,4,3,33
Washington DC,DC,Alpha,2021-04-12,9,5,34
Washington DC,DC,Alpha,2021-04-13,13,8,35
Washington DC,DC,Alpha,2021-04-14,8,4,36
Washington DC,DC,Alpha,2021-04-15,9,7,37
Washington DC,DC,Alpha,2021-04-16,10,10,38
Washington DC,DC,Alpha,2021-04-17,18,8,39
Washington DC,DC,Alpha,2021-04-18,5,4,40
Washington DC,DC,Alpha,2021-04-19,8,6,41
Washington DC,DC,Alpha,2021-04-20,10,5,42
West Virginia,WV,Alpha,2021-02-08,32,1,-42
West Virginia,WV,Alpha,2021-02-09,13,0,-41
West Virginia,WV,Alpha,2021-02-10,23,1,-40
West Virginia,WV,Alpha,2021-02-11,19,0,-39
West Virginia,WV,Alpha,2021-02-12,23,1,-38
West Virginia,WV,Alpha,2021-02-13,4,0,-37
West Virginia,WV,Alpha,2021-02-15,37,0,-35
West Virginia,WV,Alpha,2021-02-16,12,0,-34
West Virginia,WV,Alpha,2021-02-17,14,0,-33
West Virginia,WV,Alpha,2021-02-18,10,0,-32
West Virginia,WV,Alpha,2021-02-19,20,0,-31
West Virginia,WV,Alpha,2021-02-20,14,0,-30
West Virginia,WV,Alpha,2021-02-21,13,0,-29
West Virginia,WV,Alpha,2021-02-22,30,1,-28
West Virginia,WV,Alpha,2021-02-23,37,1,-27
West Virginia,WV,Alpha,2021-02-24,30,2,-26
West Virginia,WV,Alpha,2021-02-25,22,1,-25
West Virginia,WV,Alpha,2021-02-26,27,0,-24
West Virginia,WV,Alpha,2021-02-27,9,1,-23
West Virginia,WV,Alpha,2021-02-28,6,2,-22
West Virginia,WV,Alpha,2021-03-01,39,5,-21
West Virginia,WV,Alpha,2021-03-02,23,5,-20
West Virginia,WV,Alpha,2021-03-03,24,1,-19
West Virginia,WV,Alpha,2021-03-04,24,1,-18
West Virginia,WV,Alpha,2021-03-05,18,1,-17
West Virginia,WV,Alpha,2021-03-06,10,0,-16
West Virginia,WV,Alpha,2021-03-07,26,4,-15
West Virginia,WV,Alpha,2021-03-08,55,12,-14
West Virginia,WV,Alpha,2021-03-09,23,1,-13
West Virginia,WV,Alpha,2021-03-10,22,3,-12
West Virginia,WV,Alpha,2021-03-11,37,4,-11
West Virginia,WV,Alpha,2021-03-12,58,3,-10
West Virginia,WV,Alpha,2021-03-13,29,8,-9
West Virginia,WV,Alpha,2021-03-14,19,5,-8
West Virginia,WV,Alpha,2021-03-15,78,23,-7
West Virginia,WV,Alpha,2021-03-16,58,19,-6
West Virginia,WV,Alpha,2021-03-17,67,15,-5
West Virginia,WV,Alpha,2021-03-18,70,19,-4
West Virginia,WV,Alpha,2021-03-19,65,15,-3
West Virginia,WV,Alpha,2021-03-20,42,8,-2
West Virginia,WV,Alpha,2021-03-21,34,8,-1
West Virginia,WV,Alpha,2021-03-22,81,21,0
West Virginia,WV,Alpha,2021-03-23,51,21,1
West Virginia,WV,Alpha,2021-03-24,52,15,2
West Virginia,WV,Alpha,2021-03-25,60,17,3
West Virginia,WV,Alpha,2021-03-26,43,15,4
West Virginia,WV,Alpha,2021-03-27,26,14,5
West Virginia,WV,Alpha,2021-03-28,32,20,6
West Virginia,WV,Alpha,2021-03-29,107,55,7
West Virginia,WV,Alpha,2021-03-30,90,50,8
West Virginia,WV,Alpha,2021-03-31,105,47,9
West Virginia,WV,Alpha,2021-04-01,108,53,10
West Virginia,WV,Alpha,2021-04-02,52,21,11
West Virginia,WV,Alpha,2021-04-03,52,32,12
West Virginia,WV,Alpha,2021-04-04,28,20,13
West Virginia,WV,Alpha,2021-04-05,63,40,14
West Virginia,WV,Alpha,2021-04-06,49,30,15
West Virginia,WV,Alpha,2021-04-07,72,54,16
West Virginia,WV,Alpha,2021-04-08,68,44,17
West Virginia,WV,Alpha,2021-04-09,79,50,18
West Virginia,WV,Alpha,2021-04-10,66,49,19
West Virginia,WV,Alpha,2021-04-11,32,17,20
West Virginia,WV,Alpha,2021-04-12,159,115,21
West Virginia,WV,Alpha,2021-04-13,114,77,22
West Virginia,WV,Alpha,2021-04-14,57,32,23
West Virginia,WV,Alpha,2021-04-15,61,47,24
West Virginia,WV,Alpha,2021-04-16,53,37,25
West Virginia,WV,Alpha,2021-04-17,39,21,26
West Virginia,WV,Alpha,2021-04-18,34,22,27
West Virginia,WV,Alpha,2021-04-19,68,46,28
West Virginia,WV,Alpha,2021-04-20,92,55,29
West Virginia,WV,Alpha,2021-04-21,62,40,30
West Virginia,WV,Alpha,2021-04-22,45,31,31
West Virginia,WV,Alpha,2021-04-23,62,43,32
West Virginia,WV,Alpha,2021-04-24,54,40,33
West Virginia,WV,Alpha,2021-04-25,37,22,34
West Virginia,WV,Alpha,2021-04-26,116,55,35
West Virginia,WV,Alpha,2021-04-27,116,74,36
West Virginia,WV,Alpha,2021-04-28,78,55,37
West Virginia,WV,Alpha,2021-04-29,73,46,38
West Virginia,WV,Alpha,2021-04-30,57,41,39
West Virginia,WV,Alpha,2021-05-01,49,28,40
West Virginia,WV,Alpha,2021-05-02,40,26,41
West Virginia,WV,Alpha,2021-05-03,84,48,42
Wisconsin,WI,Alpha,2021-02-09,50,0,-42
Wisconsin,WI,Alpha,2021-02-10,47,2,-41
Wisconsin,WI,Alpha,2021-02-11,39,1,-40
Wisconsin,WI,Alpha,2021-02-12,22,3,-39
Wisconsin,WI,Alpha,2021-02-13,23,0,-38
Wisconsin,WI,Alpha,2021-02-14,6,0,-37
Wisconsin,WI,Alpha,2021-02-15,57,0,-36
Wisconsin,WI,Alpha,2021-02-16,35,1,-35
Wisconsin,WI,Alpha,2021-02-17,54,2,-34
Wisconsin,WI,Alpha,2021-02-18,71,3,-33
Wisconsin,WI,Alpha,2021-02-19,40,6,-32
Wisconsin,WI,Alpha,2021-02-20,34,3,-31
Wisconsin,WI,Alpha,2021-02-21,10,2,-30
Wisconsin,WI,Alpha,2021-02-22,51,1,-29
Wisconsin,WI,Alpha,2021-02-23,66,4,-28
Wisconsin,WI,Alpha,2021-02-24,96,8,-27
Wisconsin,WI,Alpha,2021-02-25,62,3,-26
Wisconsin,WI,Alpha,2021-02-26,57,5,-25
Wisconsin,WI,Alpha,2021-02-27,29,2,-24
Wisconsin,WI,Alpha,2021-02-28,25,1,-23
Wisconsin,WI,Alpha,2021-03-01,117,6,-22
Wisconsin,WI,Alpha,2021-03-02,121,7,-21
Wisconsin,WI,Alpha,2021-03-03,87,5,-20
Wisconsin,WI,Alpha,2021-03-04,93,11,-19
Wisconsin,WI,Alpha,2021-03-05,85,11,-18
Wisconsin,WI,Alpha,2021-03-06,56,6,-17
Wisconsin,WI,Alpha,2021-03-07,33,4,-16
Wisconsin,WI,Alpha,2021-03-08,82,7,-15
Wisconsin,WI,Alpha,2021-03-09,81,7,-14
Wisconsin,WI,Alpha,2021-03-10,93,10,-13
Wisconsin,WI,Alpha,2021-03-11,100,14,-12
Wisconsin,WI,Alpha,2021-03-12,64,13,-11
Wisconsin,WI,Alpha,2021-03-13,52,16,-10
Wisconsin,WI,Alpha,2021-03-14,48,17,-9
Wisconsin,WI,Alpha,2021-03-15,113,20,-8
Wisconsin,WI,Alpha,2021-03-16,92,24,-7
Wisconsin,WI,Alpha,2021-03-17,83,26,-6
Wisconsin,WI,Alpha,2021-03-18,113,27,-5
Wisconsin,WI,Alpha,2021-03-19,74,23,-4
Wisconsin,WI,Alpha,2021-03-20,56,11,-3
Wisconsin,WI,Alpha,2021-03-21,45,11,-2
Wisconsin,WI,Alpha,2021-03-22,146,38,-1
Wisconsin,WI,Alpha,2021-03-23,125,43,0
Wisconsin,WI,Alpha,2021-03-24,124,48,1
Wisconsin,WI,Alpha,2021-03-25,133,47,2
Wisconsin,WI,Alpha,2021-03-26,68,27,3
Wisconsin,WI,Alpha,2021-03-27,74,31,4
Wisconsin,WI,Alpha,2021-03-28,40,25,5
Wisconsin,WI,Alpha,2021-03-29,167,76,6
Wisconsin,WI,Alpha,2021-03-30,135,70,7
Wisconsin,WI,Alpha,2021-03-31,95,49,8
Wisconsin,WI,Alpha,2021-04-01,112,65,9
Wisconsin,WI,Alpha,2021-04-02,116,63,10
Wisconsin,WI,Alpha,2021-04-03,71,30,11
Wisconsin,WI,Alpha,2021-04-04,40,22,12
Wisconsin,WI,Alpha,2021-04-05,142,93,13
Wisconsin,WI,Alpha,2021-04-06,118,64,14
Wisconsin,WI,Alpha,2021-04-07,110,73,15
Wisconsin,WI,Alpha,2021-04-08,106,63,16
Wisconsin,WI,Alpha,2021-04-09,117,75,17
Wisconsin,WI,Alpha,2021-04-10,56,33,18
Wisconsin,WI,Alpha,2021-04-11,55,35,19
Wisconsin,WI,Alpha,2021-04-12,111,72,20
Wisconsin,WI,Alpha,2021-04-13,90,51,21
Wisconsin,WI,Alpha,2021-04-14,74,40,22
Wisconsin,WI,Alpha,2021-04-15,115,78,23
Wisconsin,WI,Alpha,2021-04-16,69,49,24
Wisconsin,WI,Alpha,2021-04-17,45,37,25
Wisconsin,WI,Alpha,2021-04-18,49,27,26
Wisconsin,WI,Alpha,2021-04-19,139,104,27
Wisconsin,WI,Alpha,2021-04-20,85,57,28
Wisconsin,WI,Alpha,2021-04-21,85,60,29
Wisconsin,WI,Alpha,2021-04-22,84,51,30
Wisconsin,WI,Alpha,2021-04-23,75,57,31
Wisconsin,WI,Alpha,2021-04-24,55,33,32
Wisconsin,WI,Alpha,2021-04-25,47,34,33
Wisconsin,WI,Alpha,2021-04-26,145,98,34
Wisconsin,WI,Alpha,2021-04-27,133,86,35
Wisconsin,WI,Alpha,2021-04-28,98,61,36
Wisconsin,WI,Alpha,2021-04-29,121,83,37
Wisconsin,WI,Alpha,2021-04-30,100,65,38
Wisconsin,WI,Alpha,2021-05-01,60,38,39
Wisconsin,WI,Alpha,2021-05-02,43,23,40
Wisconsin,WI,Alpha,2021-05-03,118,76,41
Wisconsin,WI,Alpha,2021-05-04,109,79,42
Wyoming,WY,Alpha,2021-02-14,6,1,-42
Wyoming,WY,Alpha,2021-02-15,26,0,-41
Wyoming,WY,Alpha,2021-02-16,62,0,-40
Wyoming,WY,Alpha,2021-02-17,24,0,-39
Wyoming,WY,Alpha,2021-02-18,16,1,-38
Wyoming,WY,Alpha,2021-02-19,20,0,-37
Wyoming,WY,Alpha,2021-02-20,3,0,-36
Wyoming,WY,Alpha,2021-02-21,2,0,-35
Wyoming,WY,Alpha,2021-02-22,19,0,-34
Wyoming,WY,Alpha,2021-02-23,15,2,-33
Wyoming,WY,Alpha,2021-02-24,12,1,-32
Wyoming,WY,Alpha,2021-02-25,16,0,-31
Wyoming,WY,Alpha,2021-02-26,18,0,-30
Wyoming,WY,Alpha,2021-02-27,6,1,-29
Wyoming,WY,Alpha,2021-02-28,8,1,-28
Wyoming,WY,Alpha,2021-03-01,10,0,-27
Wyoming,WY,Alpha,2021-03-02,13,0,-26
Wyoming,WY,Alpha,2021-03-03,14,1,-25
Wyoming,WY,Alpha,2021-03-04,8,0,-24
Wyoming,WY,Alpha,2021-03-05,9,1,-23
Wyoming,WY,Alpha,2021-03-06,5,0,-22
Wyoming,WY,Alpha,2021-03-07,3,0,-21
Wyoming,WY,Alpha,2021-03-08,26,1,-20
Wyoming,WY,Alpha,2021-03-09,14,1,-19
Wyoming,WY,Alpha,2021-03-10,19,1,-18
Wyoming,WY,Alpha,2021-03-11,17,1,-17
Wyoming,WY,Alpha,2021-03-12,8,0,-16
Wyoming,WY,Alpha,2021-03-13,3,1,-15
Wyoming,WY,Alpha,2021-03-14,4,0,-14
Wyoming,WY,Alpha,2021-03-15,18,3,-13
Wyoming,WY,Alpha,2021-03-16,23,2,-12
Wyoming,WY,Alpha,2021-03-17,28,3,-11
Wyoming,WY,Alpha,2021-03-18,34,8,-10
Wyoming,WY,Alpha,2021-03-19,33,10,-9
Wyoming,WY,Alpha,2021-03-20,6,4,-8
Wyoming,WY,Alpha,2021-03-21,7,1,-7
Wyoming,WY,Alpha,2021-03-22,34,6,-6
Wyoming,WY,Alpha,2021-03-23,39,5,-5
Wyoming,WY,Alpha,2021-03-24,18,5,-4
Wyoming,WY,Alpha,2021-03-25,27,7,-3
Wyoming,WY,Alpha,2021-03-26,13,6,-2
Wyoming,WY,Alpha,2021-03-27,10,5,-1
Wyoming,WY,Alpha,2021-03-28,9,1,0
Wyoming,WY,Alpha,2021-03-29,29,13,1
Wyoming,WY,Alpha,2021-03-30,23,8,2
Wyoming,WY,Alpha,2021-03-31,14,5,3
Wyoming,WY,Alpha,2021-04-01,22,14,4
Wyoming,WY,Alpha,2021-04-02,17,5,5
Wyoming,WY,Alpha,2021-04-03,18,5,6
Wyoming,WY,Alpha,2021-04-04,2,0,7
Wyoming,WY,Alpha,2021-04-05,41,23,8
Wyoming,WY,Alpha,2021-04-06,27,13,9
Wyoming,WY,Alpha,2021-04-07,26,20,10
Wyoming,WY,Alpha,2021-04-08,29,10,11
Wyoming,WY,Alpha,2021-04-09,27,16,12
Wyoming,WY,Alpha,2021-04-10,7,3,13
Wyoming,WY,Alpha,2021-04-11,1,0,14
Wyoming,WY,Alpha,2021-04-12,36,16,15
Wyoming,WY,Alpha,2021-04-13,22,12,16
Wyoming,WY,Alpha,2021-04-14,24,12,17
Wyoming,WY,Alpha,2021-04-15,21,13,18
Wyoming,WY,Alpha,2021-04-16,12,4,19
Wyoming,WY,Alpha,2021-04-17,9,4,20
Wyoming,WY,Alpha,2021-04-18,7,1,21
Wyoming,WY,Alpha,2021-04-19,32,21,22
Wyoming,WY,Alpha,2021-04-20,17,13,23
Wyoming,WY,Alpha,2021-04-21,35,23,24
Wyoming,WY,Alpha,2021-04-22,26,13,25
Wyoming,WY,Alpha,2021-04-23,17,10,26
Wyoming,WY,Alpha,2021-04-24,8,2,27
Wyoming,WY,Alpha,2021-04-25,7,3,28
Wyoming,WY,Alpha,2021-04-26,23,15,29
Wyoming,WY,Alpha,2021-04-27,23,13,30
Wyoming,WY,Alpha,2021-04-28,18,11,31
Wyoming,WY,Alpha,2021-04-29,22,18,32
Wyoming,WY,Alpha,2021-04-30,23,18,33
Wyoming,WY,Alpha,2021-05-01,11,8,34
Wyoming,WY,Alpha,2021-05-02,6,5,35
Wyoming,WY,Alpha,2021-05-03,32,21,36
Wyoming,WY,Alpha,2021-05-04,26,22,37
Wyoming,WY,Alpha,2021-05-05,35,26,38
Wyoming,WY,Alpha,2021-05-06,17,15,39
Wyoming,WY,Alpha,2021-05-07,20,17,40
Wyoming,WY,Alpha,2021-05-08,8,4,41
Wyoming,WY,Alpha,2021-05-09,8,5,42
